Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
         422644	     21120	8000482c	0001	c.addi	x0,0	  x0:0x00000000  x0=0x00000000
         422664	     21121	8000482e	8f15	c.sub	x14,x13	 x14:0xffffffff x13:0x00000000 x14=0xffffffff
         422704	     21123	80004830	763bec93	ori	x25,x23,1891	 x23:0xffffffff x25=0xffffffff
         422764	     21126	80004834	8ed5	c.or	x13,x13	 x13:0x00000000 x13:0x00000000 x13=0x00000000
         422824	     21129	80004836	41488ab3	sub	x21,x17,x20	 x17:0x00016000 x20:0xffff38b5 x21=0x0002274b
         422844	     21130	8000483a	6109	c.addi16sp	x2,128	  x2:0x000912db  x2=0x0009135b
         422884	     21132	8000483c	01949413	slli	x8,x9,0x19	  x9:0xebf9afff  x8=0xfe000000
         422944	     21135	80004840	019ee333	or	x6,x29,x25	 x29:0x00000100 x25:0xffffffff  x6=0xffffffff
         423004	     21138	80004844	419a5b33	sra	x22,x20,x25	 x20:0xffff38b5 x25:0xffffffff x22=0xffffffff
         423064	     21141	80004848	6e75	c.lui	x28,0x1d	 x28=0x0001d000
         423084	     21142	8000484a	80ce	c.mv	x1,x19	  x0:0x00000000 x19:0x0000571e  x1=0x0000571e
         423124	     21144	8000484c	00a02833	slt	x16,x0,x10	  x0:0x00000000 x10:0x00000014 x16=0x00000001
         423184	     21147	80004850	007601b3	add	x3,x12,x7	 x12:0x00000000  x7:0x2f8b1000  x3=0x2f8b1000
         423244	     21150	80004854	76bb0313	addi	x6,x22,1899	 x22:0xffffffff  x6=0x0000076a
         424024	     21189	80004858	03db5ab3	divu	x21,x22,x29	 x22:0xffffffff x29:0x00000100 x21=0x00ffffff
         424044	     21190	8000485c	00711813	slli	x16,x2,0x7	  x2:0x0009135b x16=0x0489ad80
         424104	     21193	80004860	03b98033	mul	x0,x19,x27	 x19:0x0000571e x27:0x8019e32a  x0=0x00000000
         424124	     21194	80004864	009330b3	sltu	x1,x6,x9	  x6:0x0000076a  x9:0xebf9afff  x1=0x00000001
         424144	     21195	80004868	92aa	c.add	x5,x10	  x5:0x1ae3780e x10:0x00000014  x5=0x1ae37822
         424164	     21196	8000486a	8c62	c.mv	x24,x24	  x0:0x00000000 x24:0xfffffff8 x24=0xfffffff8
         424204	     21198	8000486c	93de	c.add	x7,x23	  x7:0x2f8b1000 x23:0xffffffff  x7=0x2f8b0fff
         424224	     21199	8000486e	0001	c.addi	x0,0	  x0:0x00000000  x0=0x00000000
         424264	     21201	80004870	1294	c.addi4spn	x13,x2,352	 x13=0x000914bb
         424284	     21202	80004872	8ec9	c.or	x13,x10	 x13:0x000914bb x10:0x00000014 x13=0x000914bf
         424324	     21204	80004874	4112deb3	sra	x29,x5,x17	  x5:0x1ae37822 x17:0x00016000 x29=0x1ae37822
         425104	     21243	80004878	03bf4733	div	x14,x30,x27	 x30:0x00000000 x27:0x8019e32a x14=0x00000000
         425124	     21244	8000487c	8ef5	c.and	x13,x13	 x13:0x000914bf x13:0x000914bf x13=0x000914bf
         425144	     21245	8000487e	61d1	c.lui	x3,0x14	  x3=0x00014000
         425164	     21246	80004880	8ef5	c.and	x13,x13	 x13:0x000914bf x13:0x000914bf x13=0x000914bf
         425184	     21247	80004882	01695693	srli	x13,x18,0x16	 x18:0xc8511000 x13=0x00000321
         425204	     21248	80004886	1294	c.addi4spn	x13,x2,352	 x13=0x000914bb
         425224	     21249	80004888	8eb5	c.xor	x13,x13	 x13:0x000914bb x13:0x000914bb x13=0x00000000
         425284	     21252	8000488a	88b92613	slti	x12,x18,-1909	 x18:0xc8511000 x12=0x00000001
         425304	     21253	8000488e	8e95	c.sub	x13,x13	 x13:0x00000000 x13:0x00000000 x13=0x00000000
         425344	     21255	80004890	9bfd	c.andi	x15,-1	 x15:0x00000000 x15=0x00000000
         425404	     21258	80004892	00e2b733	sltu	x14,x5,x14	  x5:0x1ae37822 x14:0x00000000 x14=0x00000000
         425424	     21259	80004896	717d	c.addi16sp	x2,-16	  x2:0x0009135b  x2=0x0009134b
         425464	     21261	80004898	ba12a7b7	lui	x15,0xba12a	 x15=0xba12a000
         425524	     21264	8000489c	8ef5	c.and	x13,x13	 x13:0x00000000 x13:0x00000000 x13=0x00000000
         425584	     21267	8000489e	01bf7cb3	and	x25,x30,x27	 x30:0x00000000 x27:0x8019e32a x25=0x00000000
         425604	     21268	800048a2	5efd	c.li	x29,-1	 x29=0xffffffff
         425644	     21270	800048a4	10fd	c.addi	x1,-1	  x1:0x00000001  x1=0x00000000
         425744	     21275	800048a6	03b706b3	mul	x13,x14,x27	 x14:0x00000000 x27:0x8019e32a x13=0x00000000
         425764	     21276	800048aa	4eb5	c.li	x29,13	 x29=0x0000000d
         425784	     21277	800048ac	01875c33	srl	x24,x14,x24	 x14:0x00000000 x24:0xfffffff8 x24=0x00000000
         425824	     21279	800048b0	41f05013	srai	x0,x0,0x1f	  x0:0x00000000  x0=0x00000000
         425884	     21282	800048b4	157d	c.addi	x10,-1	 x10:0x00000014 x10=0x00000013
         425904	     21283	800048b6	86ed	c.srai	x13,0x1b	 x13:0x00000000 x13=0x00000000
         425944	     21285	800048b8	c2a4f013	andi	x0,x9,-982	  x9:0xebf9afff  x0=0x00000000
         426004	     21288	800048bc	74472417	auipc	x8,0x74472	  x8=0xf44768bc
         426064	     21291	800048c0	400ca993	slti	x19,x25,1024	 x25:0x00000000 x19=0x00000001
         426124	     21294	800048c4	9afd	c.andi	x13,-1	 x13:0x00000000 x13=0x00000000
         426184	     21297	800048c6	010a35b3	sltu	x11,x20,x16	 x20:0xffff38b5 x16:0x0489ad80 x11=0x00000000
         426244	     21300	800048ca	90636893	ori	x17,x6,-1786	  x6:0x0000076a x17=0xffffff6e
         426264	     21301	800048ce	8ff5	c.and	x15,x13	 x15:0xba12a000 x13:0x00000000 x15=0x00000000
         426304	     21303	800048d0	d0150013	addi	x0,x10,-767	 x10:0x00000013  x0=0x00000000
         426424	     21309	800048d4	0246b8b3	mulhu	x17,x13,x4	 x13:0x00000000  x4:0xa0000000 x17=0x00000000
         426444	     21310	800048d8	01e212b3	sll	x5,x4,x30	  x4:0xa0000000 x30:0x00000000  x5=0xa0000000
         426484	     21312	800048dc	8ca63693	sltiu	x13,x12,-1846	 x12:0x00000001 x13=0x00000001
         426544	     21315	800048e0	0001	c.addi	x0,0	  x0:0x00000000  x0=0x00000000
         426564	     21316	800048e2	86c5	c.srai	x13,0x11	 x13:0x00000001 x13=0x00000000
         426604	     21318	800048e4	40b80093	addi	x1,x16,1035	 x16:0x0489ad80  x1=0x0489b18b
         426664	     21321	800048e8	83b1	c.srli	x15,0xc	 x15:0x00000000 x15=0x00000000
         426684	     21322	800048ea	8e95	c.sub	x13,x13	 x13:0x00000000 x13:0x00000000 x13=0x00000000
         426724	     21324	800048ec	00b8e833	or	x16,x17,x11	 x17:0x00000000 x11:0x00000000 x16=0x00000000
         426784	     21327	800048f0	8e95	c.sub	x13,x13	 x13:0x00000000 x13:0x00000000 x13=0x00000000
         426844	     21330	800048f2	41f482b3	sub	x5,x9,x31	  x9:0xebf9afff x31:0xff057b01  x5=0xecf434fe
         426864	     21331	800048f6	86ad	c.srai	x13,0xb	 x13:0x00000000 x13=0x00000000
         426904	     21333	800048f8	00e3d513	srli	x10,x7,0xe	  x7:0x2f8b0fff x10=0x0000be2c
         426964	     21336	800048fc	0001	c.addi	x0,0	  x0:0x00000000  x0=0x00000000
         427024	     21339	800048fe	4144da13	srai	x20,x9,0x14	  x9:0xebf9afff x20=0xfffffebf
         427084	     21342	80004902	019c5193	srli	x3,x24,0x19	 x24:0x00000000  x3=0x00000000
         427144	     21345	80004906	01dd00b3	add	x1,x26,x29	 x26:0x8000ae64 x29:0x0000000d  x1=0x8000ae71
         427164	     21346	8000490a	0001	c.addi	x0,0	  x0:0x00000000  x0=0x00000000
         427264	     21351	8000490c	03999db3	mulh	x27,x19,x25	 x19:0x00000001 x25:0x00000000 x27=0x00000000
         427344	     21355	80004910	0200ae33	mulhsu	x28,x1,x0	  x1:0x8000ae71  x0:0x00000000 x28=0x00000000
         427364	     21356	80004914	41015033	sra	x0,x2,x16	  x2:0x0009134b x16:0x00000000  x0=0x00000000
         427384	     21357	80004918	010be233	or	x4,x23,x16	 x23:0xffffffff x16:0x00000000  x4=0xffffffff
         427444	     21360	8000491c	413a5433	sra	x8,x20,x19	 x20:0xfffffebf x19:0x00000001  x8=0xffffff5f
         427504	     21363	80004920	8ff9	c.and	x15,x14	 x15:0x00000000 x14:0x00000000 x15=0x00000000
         427564	     21366	80004922	002fbab3	sltu	x21,x31,x2	 x31:0xff057b01  x2:0x0009134b x21=0x00000000
         427644	     21370	80004926	02364133	div	x2,x12,x3	 x12:0x00000001  x3:0x00000000  x2=0xffffffff
         427664	     21371	8000492a	0a66	c.slli	x20,0x19	 x20:0xfffffebf x20=0x7e000000
         427684	     21372	8000492c	00cb6033	or	x0,x22,x12	 x22:0xffffffff x12:0x00000001  x0=0x00000000
         427744	     21375	80004930	41ecd113	srai	x2,x25,0x1e	 x25:0x00000000  x2=0x00000000
         427804	     21378	80004934	9caa	c.add	x25,x10	 x25:0x00000000 x10:0x0000be2c x25=0x0000be2c
         427824	     21379	80004936	8e95	c.sub	x13,x13	 x13:0x00000000 x13:0x00000000 x13=0x00000000
         427924	     21384	80004938	03fd2a33	mulhsu	x20,x26,x31	 x26:0x8000ae64 x31:0xff057b01 x20=0x807df038
         427944	     21385	8000493c	00dd	c.addi	x1,23	  x1:0x8000ae71  x1=0x8000ae88
         427964	     21386	8000493e	8ed5	c.or	x13,x13	 x13:0x00000000 x13:0x00000000 x13=0x00000000
         427984	     21387	80004940	717d	c.addi16sp	x2,-16	  x2:0x00000000  x2=0xfffffff0
         428104	     21393	80004942	038d9633	mulh	x12,x27,x24	 x27:0x00000000 x24:0x00000000 x12=0x00000000
         428124	     21394	80004946	8dd1	c.or	x11,x12	 x11:0x00000000 x12:0x00000000 x11=0x00000000
         428144	     21395	80004948	614d	c.addi16sp	x2,176	  x2:0xfffffff0  x2=0x000000a0
         428884	     21432	8000494a	0297dab3	divu	x21,x15,x9	 x15:0x00000000  x9:0xebf9afff x21=0x00000000
         428904	     21433	8000494e	8f7d	c.and	x14,x15	 x14:0x00000000 x15:0x00000000 x14=0x00000000
         428924	     21434	80004950	4013d033	sra	x0,x7,x1	  x7:0x2f8b0fff  x1:0x8000ae88  x0=0x00000000
         428944	     21435	80004954	0180c333	xor	x6,x1,x24	  x1:0x8000ae88 x24:0x00000000  x6=0x8000ae88
         429004	     21438	80004958	8ed5	c.or	x13,x13	 x13:0x00000000 x13:0x00000000 x13=0x00000000
         429024	     21439	8000495a	6175	c.addi16sp	x2,368	  x2:0x000000a0  x2=0x00000210
         429064	     21441	8000495c	00c01893	slli	x17,x0,0xc	  x0:0x00000000 x17=0x00000000
         429124	     21444	80004960	537d	c.li	x6,-1	  x6=0xffffffff
         429184	     21447	80004962	70b9fc13	andi	x24,x19,1803	 x19:0x00000001 x24=0x00000001
         429204	     21448	80004966	80aa	c.mv	x1,x10	  x0:0x00000000 x10:0x0000be2c  x1=0x0000be2c
         429244	     21450	80004968	0001	c.addi	x0,0	  x0:0x00000000  x0=0x00000000
         429304	     21453	8000496a	47c28613	addi	x12,x5,1148	  x5:0xecf434fe x12=0xecf4397a
         429424	     21459	8000496e	035b9bb3	mulh	x23,x23,x21	 x23:0xffffffff x21:0x00000000 x23=0x00000000
         429444	     21460	80004972	40bf5493	srai	x9,x30,0xb	 x30:0x00000000  x9=0x00000000
         429484	     21462	80004976	16efe613	ori	x12,x31,366	 x31:0xff057b01 x12=0xff057b6f
         429504	     21463	8000497a	0001	c.addi	x0,0	  x0:0x00000000  x0=0x00000000
         429544	     21465	8000497c	016568b3	or	x17,x10,x22	 x10:0x0000be2c x22:0xffffffff x17=0xffffffff
         429604	     21468	80004980	b174e713	ori	x14,x9,-1257	  x9:0x00000000 x14=0xfffffb17
         429664	     21471	80004984	40590533	sub	x10,x18,x5	 x18:0xc8511000  x5:0xecf434fe x10=0xdb5cdb02
         429724	     21474	80004988	69c1	c.lui	x19,0x10	 x19=0x00010000
         429784	     21477	8000498a	01cb7033	and	x0,x22,x28	 x22:0xffffffff x28:0x00000000  x0=0x00000000
         429844	     21480	8000498e	01f85633	srl	x12,x16,x31	 x16:0x00000000 x31:0xff057b01 x12=0x00000000
         429864	     21481	80004992	8c15	c.sub	x8,x13	  x8:0xffffff5f x13:0x00000000  x8=0xffffff5f
         429904	     21483	80004994	5048a593	slti	x11,x17,1284	 x17:0xffffffff x11=0x00000001
         429964	     21486	80004998	6fdc2593	slti	x11,x24,1789	 x24:0x00000001 x11=0x00000001
         430024	     21489	8000499c	8915	c.andi	x10,5	 x10:0xdb5cdb02 x10=0x00000000
         430144	     21495	8000499e	0346a233	mulhsu	x4,x13,x20	 x13:0x00000000 x20:0x807df038  x4=0x00000000
         430164	     21496	800049a2	0466	c.slli	x8,0x19	  x8:0xffffff5f  x8=0xbe000000
         430184	     21497	800049a4	0001	c.addi	x0,0	  x0:0x00000000  x0=0x00000000
         430204	     21498	800049a6	ac582013	slti	x0,x16,-1339	 x16:0x00000000  x0=0x00000000
         430224	     21499	800049aa	08a6	c.slli	x17,0x9	 x17:0xffffffff x17=0xfffffe00
         430264	     21501	800049ac	00323733	sltu	x14,x4,x3	  x4:0x00000000  x3:0x00000000 x14=0x00000000
         430324	     21504	800049b0	6105	c.addi16sp	x2,32	  x2:0x00000210  x2=0x00000230
         430384	     21507	800049b2	98b2a393	slti	x7,x5,-1653	  x5:0xecf434fe  x7=0x00000001
         430404	     21508	800049b6	669d	c.lui	x13,0x7	 x13=0x00007000
         430444	     21510	800049b8	82c1	c.srli	x13,0x10	 x13:0x00007000 x13=0x00000000
         430504	     21513	800049ba	00b01933	sll	x18,x0,x11	  x0:0x00000000 x11:0x00000001 x18=0x00000000
         430524	     21514	800049be	8aa9	c.andi	x13,10	 x13:0x00000000 x13=0x00000000
         430564	     21516	800049c0	40a2dd93	srai	x27,x5,0xa	  x5:0xecf434fe x27=0xfffb3d0d
         430624	     21519	800049c4	41515cb3	sra	x25,x2,x21	  x2:0x00000230 x21:0x00000000 x25=0x00000230
         430684	     21522	800049c8	9616	c.add	x12,x5	 x12:0x00000000  x5:0xecf434fe x12=0xecf434fe
         430704	     21523	800049ca	0001	c.addi	x0,0	  x0:0x00000000  x0=0x00000000
         430744	     21525	800049cc	09d2	c.slli	x19,0x14	 x19:0x00010000 x19=0x00000000
         430764	     21526	800049ce	9afd	c.andi	x13,-1	 x13:0x00000000 x13=0x00000000
         430804	     21528	800049d0	00f0e5b3	or	x11,x1,x15	  x1:0x0000be2c x15:0x00000000 x11=0x0000be2c
         430864	     21531	800049d4	255b0413	addi	x8,x22,597	 x22:0xffffffff  x8=0x00000254
         430924	     21534	800049d8	96a2	c.add	x13,x8	 x13:0x00000000  x8:0x00000254 x13=0x00000254
         431704	     21573	800049da	03866133	rem	x2,x12,x24	 x12:0xecf434fe x24:0x00000001  x2=0x00000000
         431724	     21574	800049de	8e95	c.sub	x13,x13	 x13:0x00000254 x13:0x00000254 x13=0x00000000
         431744	     21575	800049e0	406250b3	sra	x1,x4,x6	  x4:0x00000000  x6:0xffffffff  x1=0x00000000
         431764	     21576	800049e4	000a1093	slli	x1,x20,0x0	 x20:0x807df038  x1=0x807df038
         431884	     21582	800049e8	036598b3	mulh	x17,x11,x22	 x11:0x0000be2c x22:0xffffffff x17=0xffffffff
         431904	     21583	800049ec	b594b713	sltiu	x14,x9,-1191	  x9:0x00000000 x14=0x00000001
         431944	     21585	800049f0	41b55c93	srai	x25,x10,0x1b	 x10:0x00000000 x25=0x00000000
         432004	     21588	800049f4	3f76f193	andi	x3,x13,1015	 x13:0x00000000  x3=0x00000000
         432064	     21591	800049f8	8ed5	c.or	x13,x13	 x13:0x00000000 x13:0x00000000 x13=0x00000000
         432084	     21592	800049fa	6c1d	c.lui	x24,0x7	 x24=0x00007000
         432124	     21594	800049fc	2495fa17	auipc	x20,0x2495f	 x20=0xa49639fc
         432244	     21600	80004a00	03b3adb3	mulhsu	x27,x7,x27	  x7:0x00000001 x27:0xfffb3d0d x27=0x00000000
         432264	     21601	80004a04	011e27b3	slt	x15,x28,x17	 x28:0x00000000 x17:0xffffffff x15=0x00000000
         432304	     21603	80004a08	402ed1b3	sra	x3,x29,x2	 x29:0x0000000d  x2:0x00000000  x3=0x0000000d
         432364	     21606	80004a0c	41fb5033	sra	x0,x22,x31	 x22:0xffffffff x31:0xff057b01  x0=0x00000000
         432424	     21609	80004a10	00fcd0b3	srl	x1,x25,x15	 x25:0x00000000 x15:0x00000000  x1=0x00000000
         432484	     21612	80004a14	2f6fa893	slti	x17,x31,758	 x31:0xff057b01 x17=0x00000001
         432544	     21615	80004a18	3ed47397	auipc	x7,0x3ed47	  x7=0xbed4ba18
         432604	     21618	80004a1c	9bfd	c.andi	x15,-1	 x15:0x00000000 x15=0x00000000
         432684	     21622	80004a1e	024cc4b3	div	x9,x25,x4	 x25:0x00000000  x4:0x00000000  x9=0xffffffff
         432724	     21624	80004a22	94edd037	lui	x0,0x94edd	  x0=0x00000000
         432744	     21625	80004a26	0294	c.addi4spn	x13,x2,320	 x13=0x00000140
         432784	     21627	80004a28	005cfcb3	and	x25,x25,x5	 x25:0x00000000  x5:0xecf434fe x25=0x00000000
         432844	     21630	80004a2c	01e708b3	add	x17,x14,x30	 x14:0x00000001 x30:0x00000000 x17=0x00000001
         432924	     21634	80004a30	02f7e033	rem	x0,x15,x15	 x15:0x00000000 x15:0x00000000  x0=0x00000000
         432964	     21636	80004a34	fa900093	addi	x1,x0,-87	  x0:0x00000000  x1=0xffffffa9
         433024	     21639	80004a38	00394eb3	xor	x29,x18,x3	 x18:0x00000000  x3:0x0000000d x29=0x0000000d
         433084	     21642	80004a3c	6a75a313	slti	x6,x11,1703	 x11:0x0000be2c  x6=0x00000000
         433144	     21645	80004a40	4e2d	c.li	x28,11	 x28=0x0000000b
         433164	     21646	80004a42	8e95	c.sub	x13,x13	 x13:0x00000140 x13:0x00000140 x13=0x00000000
         433204	     21648	80004a44	8ed5	c.or	x13,x13	 x13:0x00000000 x13:0x00000000 x13=0x00000000
         433284	     21652	80004a46	02095033	divu	x0,x18,x0	 x18:0x00000000  x0:0x00000000  x0=0x00000000
         433304	     21653	80004a4a	5c7d	c.li	x24,-1	 x24=0xffffffff
         433324	     21654	80004a4c	8e95	c.sub	x13,x13	 x13:0x00000000 x13:0x00000000 x13=0x00000000
         433344	     21655	80004a4e	985a	c.add	x16,x22	 x16:0x00000000 x22:0xffffffff x16=0xffffffff
         433384	     21657	80004a50	577d	c.li	x14,-1	 x14=0xffffffff
         433444	     21660	80004a52	015c5193	srli	x3,x24,0x15	 x24:0xffffffff  x3=0x000007ff
         433464	     21661	80004a56	0001	c.addi	x0,0	  x0:0x00000000  x0=0x00000000
         433504	     21663	80004a58	87c5	c.srai	x15,0x11	 x15:0x00000000 x15=0x00000000
         433564	     21666	80004a5a	5235a813	slti	x16,x11,1315	 x11:0x0000be2c x16=0x00000000
         433624	     21669	80004a5e	f620fc93	andi	x25,x1,-158	  x1:0xffffffa9 x25=0xffffff20
         433684	     21672	80004a62	01bf5933	srl	x18,x30,x27	 x30:0x00000000 x27:0x00000000 x18=0x00000000
         433704	     21673	80004a66	8cba	c.mv	x25,x14	  x0:0x00000000 x14:0xffffffff x25=0xffffffff
         433744	     21675	80004a68	0105f433	and	x8,x11,x16	 x11:0x0000be2c x16:0x00000000  x8=0x00000000
         433804	     21678	80004a6c	40e85033	sra	x0,x16,x14	 x16:0x00000000 x14:0xffffffff  x0=0x00000000
         433864	     21681	80004a70	40e754b3	sra	x9,x14,x14	 x14:0xffffffff x14:0xffffffff  x9=0xffffffff
         433924	     21684	80004a74	02b9	c.addi	x5,14	  x5:0xecf434fe  x5=0xecf4350c
         433984	     21687	80004a76	01d41033	sll	x0,x8,x29	  x8:0x00000000 x29:0x0000000d  x0=0x00000000
         434764	     21726	80004a7a	0317e033	rem	x0,x15,x17	 x15:0x00000000 x17:0x00000001  x0=0x00000000
         434784	     21727	80004a7e	40f5d133	sra	x2,x11,x15	 x11:0x0000be2c x15:0x00000000  x2=0x0000be2c
         434804	     21728	80004a82	0001	c.addi	x0,0	  x0:0x00000000  x0=0x00000000
         434884	     21732	80004a84	02253633	mulhu	x12,x10,x2	 x10:0x00000000  x2:0x0000be2c x12=0x00000000
         434904	     21733	80004a88	01ba54b3	srl	x9,x20,x27	 x20:0xa49639fc x27:0x00000000  x9=0xa49639fc
         434944	     21735	80004a8c	02ca	c.slli	x5,0x12	  x5:0xecf4350c  x5=0xd4300000
         435024	     21739	80004a8e	0267d533	divu	x10,x15,x6	 x15:0x00000000  x6:0x00000000 x10=0xffffffff
         435064	     21741	80004a92	22c89eb7	lui	x29,0x22c89	 x29=0x22c89000
         435084	     21742	80004a96	717d	c.addi16sp	x2,-16	  x2:0x0000be2c  x2=0x0000be1c
         435124	     21744	80004a98	0001	c.addi	x0,0	  x0:0x00000000  x0=0x00000000
         435144	     21745	80004a9a	6145	c.addi16sp	x2,48	  x2:0x0000be1c  x2=0x0000be4c
         435184	     21747	80004a9c	41cf5333	sra	x6,x30,x28	 x30:0x00000000 x28:0x0000000b  x6=0x00000000
         435264	     21751	80004aa0	02426833	rem	x16,x4,x4	  x4:0x00000000  x4:0x00000000 x16=0x00000000
         435304	     21753	80004aa4	40a1	c.li	x1,8	  x1=0x00000008
         435364	     21756	80004aa6	00ca5633	srl	x12,x20,x12	 x20:0xa49639fc x12:0x00000000 x12=0xa49639fc
         435424	     21759	80004aaa	ce757e13	andi	x28,x10,-793	 x10:0xffffffff x28=0xfffffce7
         435484	     21762	80004aae	01b59e13	slli	x28,x11,0x1b	 x11:0x0000be2c x28=0x60000000
         435544	     21765	80004ab2	00726633	or	x12,x4,x7	  x4:0x00000000  x7:0xbed4ba18 x12=0xbed4ba18
         435564	     21766	80004ab6	187d	c.addi	x16,-1	 x16:0x00000000 x16=0xffffffff
         435604	     21768	80004ab8	49e06d93	ori	x27,x0,1182	  x0:0x00000000 x27=0x0000049e
         435664	     21771	80004abc	91ddd997	auipc	x19,0x91ddd	 x19=0x11de1abc
         435764	     21776	80004ac0	03268cb3	mul	x25,x13,x18	 x13:0x00000000 x18:0x00000000 x25=0x00000000
         435784	     21777	80004ac4	0037b7b3	sltu	x15,x15,x3	 x15:0x00000000  x3:0x000007ff x15=0x00000001
         435844	     21780	80004ac8	71b884b7	lui	x9,0x71b88	  x9=0x71b88000
